þingmaður, orð á mín, hraðasta ræða, url, hægasta ræða, url
Vilhjálmur Árnason,127,158,http://www.althingi.is/xml/150/raedur/rad20191104T162751.xml,108,http://www.althingi.is/xml/150/raedur/rad20191216T233504.xml
Ásmundur Friðriksson,115,141,http://www.althingi.is/xml/150/raedur/rad20200123T143251.xml,93,http://www.althingi.is/xml/150/raedur/rad20200121T183611.xml
Þórarinn Ingi Pétursson,102,138,http://www.althingi.is/xml/150/raedur/rad20191104T154925.xml,74,http://www.althingi.is/xml/150/raedur/rad20190919T150743.xml
Ágúst Ólafur Ágústsson,129,178,http://www.althingi.is/xml/150/raedur/rad20191126T152240.xml,92,http://www.althingi.is/xml/150/raedur/rad20191203T133629.xml
Sigríður Á. Andersen,103,123,http://www.althingi.is/xml/150/raedur/rad20191024T113939.xml,62,http://www.althingi.is/xml/150/raedur/rad20191118T160615.xml
Bergþór Ólason,119,153,http://www.althingi.is/xml/150/raedur/rad20190919T130204.xml,95,http://www.althingi.is/xml/150/raedur/rad20191212T233805.xml
Óli Björn Kárason,103,128,http://www.althingi.is/xml/150/raedur/rad20191217T001007.xml,82,http://www.althingi.is/xml/150/raedur/rad20200612T204013.xml
Þorsteinn Sæmundsson,118,157,http://www.althingi.is/xml/150/raedur/rad20191212T224018.xml,85,http://www.althingi.is/xml/150/raedur/rad20190924T134938.xml
Gunnar Bragi Sveinsson,129,143,http://www.althingi.is/xml/150/raedur/rad20190919T141948.xml,105,http://www.althingi.is/xml/150/raedur/rad20191212T133009.xml
Njörður Sigurðsson,112,128,http://www.althingi.is/xml/150/raedur/rad20200129T160933.xml,104,http://www.althingi.is/xml/150/raedur/rad20200130T121318.xml
Steingrímur J. Sigfússon,121,132,http://www.althingi.is/xml/150/raedur/rad20191213T191456.xml,114,http://www.althingi.is/xml/150/raedur/rad20191017T124804.xml
Jón Gunnarsson,121,140,http://www.althingi.is/xml/150/raedur/rad20191216T141707.xml,93,http://www.althingi.is/xml/150/raedur/rad20191217T015042.xml
Páll Magnússon,111,127,http://www.althingi.is/xml/150/raedur/rad20191216T225326.xml,104,http://www.althingi.is/xml/150/raedur/rad20191216T223951.xml
Silja Dögg Gunnarsdóttir,131,159,http://www.althingi.is/xml/150/raedur/rad20191009T153320.xml,100,http://www.althingi.is/xml/150/raedur/rad20191009T165044.xml
Brynjar Níelsson,112,142,http://www.althingi.is/xml/150/raedur/rad20191203T161939.xml,85,http://www.althingi.is/xml/150/raedur/rad20191010T162046.xml
Álfheiður Eymarsdóttir,111,137,http://www.althingi.is/xml/150/raedur/rad20191021T161821.xml,91,http://www.althingi.is/xml/150/raedur/rad20191010T120402.xml
Margrét Tryggvadóttir,120,139,http://www.althingi.is/xml/150/raedur/rad20191010T105939.xml,102,http://www.althingi.is/xml/150/raedur/rad20191008T191420.xml
Ásgerður K. Gylfadóttir,124,139,http://www.althingi.is/xml/150/raedur/rad20191014T161845.xml,104,http://www.althingi.is/xml/150/raedur/rad20200128T171832.xml
Hjálmar Bogi Hafliðason,130,140,http://www.althingi.is/xml/150/raedur/rad20191017T145421.xml,116,http://www.althingi.is/xml/150/raedur/rad20191021T162027.xml
Þorgrímur Sigmundsson,115,144,http://www.althingi.is/xml/150/raedur/rad20191016T161505.xml,92,http://www.althingi.is/xml/150/raedur/rad20191017T131958.xml
Unnur Brá Konráðsdóttir,125,153,http://www.althingi.is/xml/150/raedur/rad20191015T134938.xml,99,http://www.althingi.is/xml/150/raedur/rad20191015T185655.xml
Einar Kárason,112,118,http://www.althingi.is/xml/150/raedur/rad20191015T180032.xml,107,http://www.althingi.is/xml/150/raedur/rad20191015T174759.xml
Elvar Eyvindsson,135,160,http://www.althingi.is/xml/150/raedur/rad20191016T152406.xml,92,http://www.althingi.is/xml/150/raedur/rad20191017T143137.xml
Kristín Traustadóttir,150,150,http://www.althingi.is/xml/150/raedur/rad20191022T134058.xml,150,http://www.althingi.is/xml/150/raedur/rad20191022T134058.xml
Bjarni Jónsson,120,139,http://www.althingi.is/xml/150/raedur/rad20191024T124018.xml,86,http://www.althingi.is/xml/150/raedur/rad20200129T183533.xml
Stefán Vagn Stefánsson,122,126,http://www.althingi.is/xml/150/raedur/rad20200128T183531.xml,118,http://www.althingi.is/xml/150/raedur/rad20191023T151034.xml
Arna Lára Jónsdóttir,140,148,http://www.althingi.is/xml/150/raedur/rad20200129T155050.xml,130,http://www.althingi.is/xml/150/raedur/rad20200128T184450.xml
María Hjálmarsdóttir,150,169,http://www.althingi.is/xml/150/raedur/rad20191128T140325.xml,137,http://www.althingi.is/xml/150/raedur/rad20191126T183041.xml
Herdís Anna Þorvaldsdóttir,150,150,http://www.althingi.is/xml/150/raedur/rad20191126T135532.xml,150,http://www.althingi.is/xml/150/raedur/rad20191126T135532.xml
Una Hildardóttir,131,132,http://www.althingi.is/xml/150/raedur/rad20191128T135640.xml,131,http://www.althingi.is/xml/150/raedur/rad20200128T144954.xml
Orri Páll Jóhannsson,134,134,http://www.althingi.is/xml/150/raedur/rad20191128T163616.xml,134,http://www.althingi.is/xml/150/raedur/rad20191128T163616.xml
Jón Þór Þorvaldsson,135,146,http://www.althingi.is/xml/150/raedur/rad20191203T173255.xml,120,http://www.althingi.is/xml/150/raedur/rad20191204T201749.xml
Olga Margrét Cilia,158,159,http://www.althingi.is/xml/150/raedur/rad20191211T151201.xml,156,http://www.althingi.is/xml/150/raedur/rad20200128T172731.xml
Jóhann Friðrik Friðriksson,129,129,http://www.althingi.is/xml/150/raedur/rad20191211T152734.xml,129,http://www.althingi.is/xml/150/raedur/rad20191211T152734.xml
Hildur Sverrisdóttir,128,128,http://www.althingi.is/xml/150/raedur/rad20191211T153239.xml,128,http://www.althingi.is/xml/150/raedur/rad20191211T153239.xml
Eydís Blöndal,125,125,http://www.althingi.is/xml/150/raedur/rad20200129T150802.xml,125,http://www.althingi.is/xml/150/raedur/rad20200129T150802.xml
Halla Gunnarsdóttir,150,150,http://www.althingi.is/xml/150/raedur/rad20200204T134538.xml,150,http://www.althingi.is/xml/150/raedur/rad20200204T134538.xml
